,Cleaned_name,Item_desp,Service_desp,pay_num,order_num
1877,Defence,0,0,0,0.0
1878,Defence,N95 Masks,0,1376360,1376360.0
1879,Defence,PPE001 Surgical masks for patients,0,511579896,720195295.8
1880,Defence,PPE001 Surgical masks for patients,Gloves,7600000,7600000.0
1881,Defence,PPE001 Surgical masks for patients,Thermometer,4383225,4383225.0
1882,Defence,PPE015 Non-sterile examination gloves,0,73984235,78788714.5
1883,Defence,Sanitizer in 500ml,0,19315404,19315404.03
1884,Defence,Walk in Scanners,0,8280000,8280000.0
2408,Department of health,--Non-PPE Covid 19 related spend items--,Accommodation Services,166775,166775.0
2409,Department of health,--Non-PPE Covid 19 related spend items--,Airport advertisement,495075,495075.0
2410,Department of health,--Non-PPE Covid 19 related spend items--,Banners and flags,428020,428019.8
2411,Department of health,--Non-PPE Covid 19 related spend items--,Billboard advertising,498525,498525.0
2412,Department of health,--Non-PPE Covid 19 related spend items--,COVID-19 Vaccine testing and release,92400,92400.0
2413,Department of health,--Non-PPE Covid 19 related spend items--,COVID-19 gazette,15132,15131.6
2414,Department of health,--Non-PPE Covid 19 related spend items--,Catering at NatJoints meeting,500509,500508.75
2415,Department of health,--Non-PPE Covid 19 related spend items--,Covid-19 related consulting services,27821568,27821568.0
2416,Department of health,--Non-PPE Covid 19 related spend items--,Decontamination of Port Health vehicles,35000,35000.0
2417,Department of health,--Non-PPE Covid 19 related spend items--,Deployment of nurses,8300145,8300145.26
2418,Department of health,--Non-PPE Covid 19 related spend items--,Emergency charter flight to East London,142761,142760.99
2419,Department of health,--Non-PPE Covid 19 related spend items--,Government Notice 43350,27237,27236.88
2420,Department of health,--Non-PPE Covid 19 related spend items--,Government Notice 43533,66579,66579.04
2421,Department of health,--Non-PPE Covid 19 related spend items--,Government Notice 43954,24211,27236.88
2422,Department of health,--Non-PPE Covid 19 related spend items--,"Government notice on amendments to Medical Schems Act, 1998 (Act no 131 of 1998)",6053,6052.65
2423,Department of health,--Non-PPE Covid 19 related spend items--,"Government notice on exclusions to Medicines & Related Substance Act, 1965 (Act no 101 of 1965)",3026,3026.32
2424,Department of health,--Non-PPE Covid 19 related spend items--,Mass media campaign,16272500,86772788.8
2425,Department of health,--Non-PPE Covid 19 related spend items--,Medical screening at NDoH access points,2944000,2944000.0
2426,Department of health,--Non-PPE Covid 19 related spend items--,Printing,890900,890900.0
2427,Department of health,--Non-PPE Covid 19 related spend items--,Printing and distribution of 35 million pamplets,7877500,7877500.0
2428,Department of health,--Non-PPE Covid 19 related spend items--,Printing of travel health questionaires,233000,233000.0
2429,Department of health,--Non-PPE Covid 19 related spend items--,Printing of travel health questionare,230000,230000.0
2430,Department of health,--Non-PPE Covid 19 related spend items--,Project Management of Office,12877216,29343510.0
2431,Department of health,--Non-PPE Covid 19 related spend items--,Software license,30766391,0.0
2432,Department of health,--Non-PPE Covid 19 related spend items--,Surveillance and Case Management System,5931240,5931240.0
2433,Department of health,--Non-PPE Covid 19 related spend items--,Verify OHSC Committees,2500000,2500000.0
2434,Department of health,--Non-PPE Covid 19 related spend items--,Waste collection at Quarintine sites,25858,25857.5
2435,Department of health,0,0,0,0.0
2436,Department of health,Other,NIL,0,0.0
2437,Department of health,Other,PHARMS PAYMENT,819976,832035.51
2438,Department of health,Other,Vaccine research,150000000,0.0
2439,Department of health,Other,Vaccines,3443246243,2463089079.0
2440,Department of health,PPE000 Other PPEs,10.2KG OXYGEN REFILL (22),9933,9932.78
2441,Department of health,PPE000 Other PPEs,14 JAN 2021 DISINFECTING BLOW MISTING DECONTAMINATION OF ISOLATION WARD,5600,5600.01
2442,Department of health,PPE000 Other PPEs,APRIL 2021 COVID 19 MEDICAL WASTE DISPOSAL. (WESTVAAL HOSPITAL),19155,19155.17
2443,Department of health,PPE000 Other PPEs,AUGUST 2020 FUNERAL PARLOUR SERVICE. COVID 19,351426,351426.0
2444,Department of health,PPE000 Other PPEs,"BANDAGE, CAST, PLASTER OF PARIS, LENO WEAVE BASE CLOTH, 200MM X 3.5M FOR VENTERSDORP CHC PHARMACY",309,308.65
2445,Department of health,PPE000 Other PPEs,"BANDAGE, POROUS, CONFORMING, SURGICAL 25MM X 3M - FOR VENTERSDORP CHC AND JB MARKS CHC PHARMACIES",936,33457.4
2446,Department of health,PPE000 Other PPEs,"BANDAGE, POROUS, CONFORMING, SURGICAL 75MM X 2.7M",4130,33457.4
2447,Department of health,PPE000 Other PPEs,BERLINGER FRIDGE TAG 3 X10 &  BERLINGER FRIDGE TAG 2 X10,60548,60547.5
2448,Department of health,PPE000 Other PPEs,BLUE PATIENT FILES (30 000) MARTENITY CASE RECORDS (15 000) CASE HISTORY SHEETS (30 000) SICK NOTE BOOKS (300),472500,472500.0
2449,Department of health,PPE000 Other PPEs,"COTTONWOOL, ABSORBENT BALLS, TYPE 2",7383,33457.4
2450,Department of health,PPE000 Other PPEs,COVID CREDITORS PAYMENT,2520000,2520000.0
2451,Department of health,PPE000 Other PPEs,COVID19 PAYMENT,661500,661500.0
2452,Department of health,PPE000 Other PPEs,CT SCAN PROCEDURES REPORTED IN MAY FOR 43 REGIONS.,20640,20640.0
2453,Department of health,PPE000 Other PPEs,CT SCAN REPORTED IN APRIL 2021,163200,163200.0
2454,Department of health,PPE000 Other PPEs,CT SCAN REPORTED IN MARCH 2021 FOR 436 REGIONS,209280,209280.0
2455,Department of health,PPE000 Other PPEs,FEBRUARY AND MARCH 2021 FUNERAL PARLOUR SERVICE.,477600,477600.0
2456,Department of health,PPE000 Other PPEs,GEM 3500 2X450 TESTS,48144,123974.6
2457,Department of health,PPE000 Other PPEs,GEM 3500 2X450 TESTS - AT WARD 3 COVID TSHEPONG HOSPITAL,-48144,371923.8
2458,Department of health,PPE000 Other PPEs,GEM 3500 2X450 TESTS AT WARD 3 COVID TSHEPONG HOSPITAL,48144,743847.6
2459,Department of health,PPE000 Other PPEs,GEM 3500 CARTRIDGE 450 X 2 TESTS FOR WARD 3 COVID DRY DISPENSARY - TSHEPONG HOSPITAL,48144,73329.75
2460,Department of health,PPE000 Other PPEs,HIRING OF FLUSHABLE TOILET AT GENERAL DELAREY HOSPITAL FOR THREE MONTHS.,150000,355500.0
2461,Department of health,PPE000 Other PPEs,HIRING OF MARQUEE TENT FOLDABLE TABLES AND CHAIRS AT ITSOSENG CHC AT DITSOBOTLA AT ITSOSENG CHC AT DITSOBOTLA,160000,480000.0
2462,Department of health,PPE000 Other PPEs,HIRING OF MARQUEE TENT FOLDABLE TABLES AND CHAIRS AT TSHIDILAMOLOMO AT RATLOU FOR THREE MONTH.,399900,1199700.0
2463,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TABLE AND CHAIRS AT LEKGOPHUNG CLINIC AT RAMOTSHERE FOR THREE MONTHS",88533,195351.66
2464,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TABLES AND CHAIRS AT GENERAL DELAREY HOSPITAL.",216450,649350.0
2465,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TABLES AND CHAIRS FOR A PERIOD OF THREE MONTHS FROM 28 MAY 2021 TO 28 AUGUST 2021 AT MARUPING CLINIC",232620,697859.04
2466,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TABLES AND CHAIRS FOR A PERIOD OF THREE MONTHS FROM 28 MAY 2021 TO 28 AUGUST 2021 IN MARUPING CLINIC",356499,1069500.0
2467,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TABLES AND CHAIRS FOR THREE MONTHS AT DELAREYVILLE.",313805,859761.0
2468,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TENT AND CHAIRS AT DINOKANA CHC AT RAMOTSHERE FOR THREE MONTHS",123000,300000.0
2469,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLE TENT AND CHAIRS AT DINOKANA CHC AT RAMOTSHERE FOR THREE MONTHS.",100000,323000.0
2470,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT, FOLDABLES TABLES AND CHAIRS FOR MOSHANA CHC FOR A PERIOD OF THREE MONTHS FROM 28TH MAY 2021 TO 28TH AUGUST 2021.",278890,836670.0
2471,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT,FOLDABLE TABLE AND CHAIRS AT LEKGOPHUNG CLINIC AT RAMOTSHERE FOR THREE MONTHS",106818,265600.0
2472,Department of health,PPE000 Other PPEs,"HIRING OF MARQUEE TENT,FOLDABLE TABLES AND CHAIRS AT ITSOSENG CHC AT DITSOBOTLA FOR THREE MONTHS",160000,480000.0
2473,Department of health,PPE000 Other PPEs,INTRAVENOUS CANNULA 20G (PINK) FOR VENTERSDORP CHC AND JB MARKS CHC PHARMACIES,4851,4851.0
2474,Department of health,PPE000 Other PPEs,INTRAVENOUS CANNULA 22G (BLUE) FOR VENTERSDORP SUB-DISTRICT PHARMACIES,1383,1383.48
2475,Department of health,PPE000 Other PPEs,JANUARY AND FEBRUARY 2021 FUNERAL PARLOUR SERVICE. COVID 19,268750,268750.0
2476,Department of health,PPE000 Other PPEs,JULY 2020 FUNERAL PARLOUR SERVICE. (COVID 19),347865,347864.5
2477,Department of health,PPE000 Other PPEs,JULY AND AUGUST 2020 FUNERAL PARLOUR SERVICE. COVID 19,354500,354500.0
2478,Department of health,PPE000 Other PPEs,JUNE AND JULY 2020 FUNERAL PARLOUR SERVICE. COVID 19,353450,353450.0
2479,Department of health,PPE000 Other PPEs,MAMMOGRAM PROCEDURES REPORTED IN MARCH 2021 FOR 23 REGIONS,9200,9200.0
2480,Department of health,PPE000 Other PPEs,MAMMOGRAMS REPORTED IN APRIL FOR 19 REGIONS,7600,7600.0
2481,Department of health,PPE000 Other PPEs,"MARQUEE TENT,TABLES AND CHAIRS HIRE MARQUEE TENT,TABLES AND CHAIRS HIRE A PERIOD OF 3 MONTHS",98000,294000.0
2482,Department of health,PPE000 Other PPEs,MAY 2021 COVID 19 MEDICAL WASTE DISPOSAL. (KLERKSDORP HOSPITAL),52884,52883.71
2483,Department of health,PPE000 Other PPEs,MAY 2021 COVID 19 MEDICAL WASTE DISPOSAL. (TSHEPONG HOSPITAL),155740,155739.52
2484,Department of health,PPE000 Other PPEs,MAY 2021 COVID 19 MEDICAL WASTE DISPOSAL. (WESTVAAL HOSPITAL),75334,75333.9
2485,Department of health,PPE000 Other PPEs,MAY 2021 MEDICAL O2 BULK TAK REFILL.,205497,821987.6
2486,Department of health,PPE000 Other PPEs,MEDICAL AND SURGICAL EQUIPMENT,1003,1003.0
2487,Department of health,PPE000 Other PPEs,MEDICAL OXYGEN 4/21,275341,1376707.15
2488,Department of health,PPE000 Other PPEs,"MEDICAL OXYGEN REFILL 4,6KG 1,84KG 0,94KG",2573,5146.32
2489,Department of health,PPE000 Other PPEs,MEDICAL WASTE COLLECTION COVID 19 KLERKSDORP,62921,62920.62
2490,Department of health,PPE000 Other PPEs,MEDICAL WASTE COLLECTION COVID 19 WESTVAAL,87580,87579.92
2491,Department of health,PPE000 Other PPEs,MEDICAL WASTE COLLECTION DISPOSABLE COVID 19 TSHEPONG,191849,191848.87
2492,Department of health,PPE000 Other PPEs,MINDRAY BENEFUSION SP3 SYRINGE DRIVER X42,152145,152145.0
2493,Department of health,PPE000 Other PPEs,NOVEMBER AND DECEMBER 2020 FUNERAL PARLOUR SERVICE. COVID 19,393550,393550.0
2494,Department of health,PPE000 Other PPEs,OCT 2020 FUNERAL PARLOUR SERVICE. COVID 19,326500,326500.0
2495,Department of health,PPE000 Other PPEs,OCTOBER 2020 TO APRIL 2021 ELECTRICITY SERVICE.,258579,1382784.84
2496,Department of health,PPE000 Other PPEs,OCTOBER 2020 TO APRIL 2021 WATER SERVICE.,87117,345696.21
2497,Department of health,PPE000 Other PPEs,OXYGEN MEDICAL CYLINDER AND BULK MEDICAL GRADE,660136,6601361.0
2498,Department of health,PPE000 Other PPEs,"OXYGEN RENTAL JUNE 2021, CYL OXY MED AND OXYGEN BULK GRADE",359476,3288532.7
2499,Department of health,PPE000 Other PPEs,"OXYGEN RENTAL MAY 2021, IVR, OXYGEN MED CYL ANDHANDIGAS",25807,232266.87
2500,Department of health,PPE000 Other PPEs,PAYMENT FOR CLEANING MATERIAL FOR MAY AND JUNE 2021,201400,201399.75
2501,Department of health,PPE000 Other PPEs,PAYMENT FOR COVID-19 CONTACT TRACING AND VACCINATION REGISTRATION ASSISTANCE.,1469335,2938670.0
2502,Department of health,PPE000 Other PPEs,"PAYMENT FOR FINGER LUNCH, SOFT DRINK OR 100% JUICE AND 500ML BOTTLE WATER FOR 100 OFFICIALS",9500,9500.0
2503,Department of health,PPE000 Other PPEs,PAYMENT FOR GUARDING SERVICES FOR DR RUTH SEGOMOTSI MOMPATI DISTRICTAT DISTRICT COVID-19 QUARANTINE SITES,127614,510457.92
2504,Department of health,PPE000 Other PPEs,PAYMENT FOR GUARDING SERVICES FOR JUNE 2021 FOR NGAKA MODIRI MOLEMA DISTRICT.,212714,425427.6
2505,Department of health,PPE000 Other PPEs,"PAYMENT FOR HIRING OF MARQUEE TENT, FOLDABLE TABLE AND CHAIRS AT GENERAL DELAREY HOSPITAL ON 28/04/2021.",17350,17350.0
2506,Department of health,PPE000 Other PPEs,PAYMENT FOR LABORATORY SERVICES,20643877,22163742.950000003
2507,Department of health,PPE000 Other PPEs,PAYMENT FOR PATIENTS CATERING FOR THE MONTH OF JUNE AND JULY 2021,552905,2211621.88
2508,Department of health,PPE000 Other PPEs,PAYMENT FOR PRIVATE AMBULANCE FOR  EMRS FOR PATIENT TRANSPORT,4096,4096.38
2509,Department of health,PPE000 Other PPEs,PAYMENT FOR PRIVATE ULTRASOUND SERVICES RENDERED IN APRIL 2021 FOR JST HOSPITAL,16905,16905.0
2510,Department of health,PPE000 Other PPEs,PAYMENT FOR SANITIZER SPRAY FOR DOCUMENTS -SPRAY  FOR WELLNESS UNIT,121500,121500.0
2511,Department of health,PPE000 Other PPEs,PAYMENT FOR SERVICE RENDERED FOR MR B SELEMELA,99882,99881.94
2512,Department of health,PPE000 Other PPEs,PAYMENT FOR SERVICES RENDERED FOR K BADIWANG,2757,2756.7
2513,Department of health,PPE000 Other PPEs,PAYMENT FOR SERVICES RENDERED FOR MR M.PHALATSI CASE NO:1012603464,54429,54428.86
2514,Department of health,PPE000 Other PPEs,PAYMENT FOR SERVICES RENDERED FOR MR.E MACHENGUA,132021,132021.05
2515,Department of health,PPE000 Other PPEs,PAYMENT FOR SERVICES RENDERED FOR T MOTLHOANA,58282,58281.76
2516,Department of health,PPE000 Other PPEs,PAYMENT FOR STIPENDS,339518,339517.5
2517,Department of health,PPE000 Other PPEs,PAYMENT FOR THE REFILL OF MEDICAL OXYGEN GAS,1512,1512.01
2518,Department of health,PPE000 Other PPEs,PAYMENT FOR TRANSPORT RELIEF (COVID-19) FOR APRIL AND MAY 2021,106000,106000.0
2519,Department of health,PPE000 Other PPEs,PAYMENT FOR TRANSPORT RELIEF FOR COVID-19.,59284,98568.0
2520,Department of health,PPE000 Other PPEs,PAYMENT FOR TRANSPORT RELIEF FOR MAY 2021 AT RUTH SEGOMOTSI MOMPATI DISTRICT.,726692,5217433.7
2521,Department of health,PPE000 Other PPEs,PAYMENT FOR TRANSPORTATION OF PATIENTS,353738,353738.0
2522,Department of health,PPE000 Other PPEs,PAYMENT OF LABORATORY SERVICES RENDERED FOR JULY 2021,216418,216418.26
2523,Department of health,PPE000 Other PPEs,PAYMENT OF LABORATORY SERVICES RENDERED FOR JUNE 2021,197604,197603.93
2524,Department of health,PPE000 Other PPEs,PAYMENT OF PRIVATE ULTRASOUND SERVICES RENDERED AT BAFOKENG FOR APRIL 2021,25438,25438.0
2525,Department of health,PPE000 Other PPEs,PAYMENT OF PRIVATE ULTRASOUND SERVICES RENDERED AT BAFOKENG FOR MARCH 2021,43539,43539.0
2526,Department of health,PPE000 Other PPEs,PAYMENT OF PRIVATE ULTRASOUND SERVICES RENDERED AT JST ON THE 19 MARCH 2021,39307,39307.0
2527,Department of health,PPE000 Other PPEs,PAYMENT OF PRIVATE ULTRASOUND SERVICES RENDERED IN TLHABANE FOR MARCH 2021,49404,49404.0
2528,Department of health,PPE000 Other PPEs,PAYMENT OF ULTRASOUND SERVICES RENDERED IN APRIL 2021 AT TLHABANE,38525,38525.0
2529,Department of health,PPE000 Other PPEs,PAYMENT REQUIRED FOR ACCOMMODATION AND MEALS OF ISOLATED PATIENT ON THE 23-30 MARCH 2021 AT VRYBURG,8400,8400.0
2530,Department of health,PPE000 Other PPEs,PAYMENT REQUIRED FOR ACCOMMODATION AND MEALS OF TWO USERS THAT TESTED POSITIVE AND NEEDED TO BE ISOLATED ON THE 11-21 JUNE 2021,18000,18000.0
2531,Department of health,PPE000 Other PPEs,PAYMENT REQUIRED FOR PATIENT TRANSPORTATION,10590,24510.0
2532,Department of health,PPE000 Other PPEs,PHARMA CREDITOR PAYMENT,17020,17020.0
2533,Department of health,PPE000 Other PPEs,PHARMA CREDITORS PAYMENT,86908,86907.39
2534,Department of health,PPE000 Other PPEs,PHARMS CREDITORS,71424,71424.38
2535,Department of health,PPE000 Other PPEs,PHARMS CREDITORS PAYMENT,188561,188560.65
2536,Department of health,PPE000 Other PPEs,RENTAL OF 5M X 10M TENT AND 50 CHAIRS FOR 04 DAYS,4400,4400.0
2537,Department of health,PPE000 Other PPEs,RENTAL OF MARQUEE TENT FOR THE MONTH OF THREE MONTHS AT LEHURUTSHE HOSPITAL.,290000,870000.0
2538,Department of health,PPE000 Other PPEs,REPAIR WESTVAAL WARD 9 ELECTRIC SUPPLY.,212500,212500.0
2539,Department of health,PPE000 Other PPEs,SEPTEMBER 2020 FUNERAL PARLOUR SERVICE COVID 19,344090,344090.0
2540,Department of health,PPE000 Other PPEs,"SPIROLOG FLOW SENSOR, INFINITY ID FLOW SENSOR, ETCO2 MODULE, CO2AIRWAY ADAPTER ADULT 10 PCS AT TSHEPONG HOSPITAL",281607,563213.4
2541,Department of health,PPE000 Other PPEs,SUPPLY AND DELIVERY OF BLOOD GAS CONSUMABLES AS PER VA2,166881,166881.11
2542,Department of health,PPE000 Other PPEs,SUPPLY AND DELIVERY OF CG8+CARTRIDGES FOR BLOOD GAS MONITOR,100625,100625.0
2543,Department of health,PPE000 Other PPEs,SUPPLY AND DELIVERY OF CONSUMABLES,313114,313114.25
2544,Department of health,PPE000 Other PPEs,SUPPLY AND DELIVERY OF ORTHOPAEDIC VAC GRANUFOAM,444926,444926.03
2545,Department of health,PPE000 Other PPEs,SUPPLY AND DELIVERY OF PLASTIC CHAIRS,0,326250.0
2546,Department of health,PPE000 Other PPEs,SUPPLY AND DELIVERY OF TENTS AND CHAIRS FOR 100 PEOPLE,7400,7400.0
2547,Department of health,PPE000 Other PPEs,"SUPPLY AND DELIVERY OF TENTS, 100 CHAIRS, VIP TOILETS AT JMMH FROM 18 - 21 MAY 2021",20000,20000.0
2548,Department of health,PPE000 Other PPEs,SUPPLY AND INSTALL SECURITY DOOR FOR COVID 19 VACCINE STORAGE ROOM,17466,17465.62
2549,Department of health,PPE000 Other PPEs,"SWABS, GAUZE, ABSORBENT, TYPE 3, 8 PLY - 100MMX100MM",21008,33457.4
2550,Department of health,PPE000 Other PPEs,TEST KITS CREDITORS,494401,494401.1
2551,Department of health,PPE000 Other PPEs,TRANSPORTATION OF OFFICIALS CONDUCTING COVID-19 SCREENING AND TESTING.,130586,726692.5
2552,Department of health,PPE000 Other PPEs,ULTRASOUND SERVICE FOR JUNE 2021,48300,48300.0
2553,Department of health,PPE000 Other PPEs,ULTRASOUND SERVICE RENDERED IN BAFOKENG FOR MAY 2021,37996,37996.0
2554,Department of health,PPE000 Other PPEs,ULTRASOUND SERVICE RENDERED IN TLHABANE FOR MAY 2021,66792,66792.0
2555,Department of health,PPE000 Other PPEs,ULTRASOUND SERVICES RENDERED IN JST FOR MAY 2021,37536,37536.0
2556,Department of health,PPE000 Other PPEs,WASTE MATLOSANA SUB DISTRICT FROM 1 APRIL 2021 -31 MARCH 2020,-13984,511922.64
2557,Department of health,PPE000 Other PPEs,WASTE MATLOSANA SUB DISTRICT FROM 1 APRIL 2021 -31 MARCH 2022,0,1206097.5
2558,Department of health,PPE001 Surgical masks for patients,0,124800,124800.0
2559,Department of health,PPE002 Surgical masks for healt care workers,0,988500,988500.0
2560,Department of health,PPE002 Surgical masks for healt care workers,MASK PFR N95 REGULAR/SMALL,75000,75000.0
2561,Department of health,PPE002 Surgical masks for healt care workers,MASK SURGICAL WITH EARLOOPS,144000,288000.0
2562,Department of health,PPE002 Surgical masks for healt care workers,SURGICAL MASK TYPE 1 X1000 BOXES,219770,219770.0
2563,Department of health,PPE003 Respirator mask,RESPIRATORY MASK; N95; PINK.,220500,220500.0
2564,Department of health,PPE006 Visor / Face Shield,0,983,983.25
2565,Department of health,PPE007 Isolation gowns,DISPOSABLE ISOLATION GOWNS X-LARGE X6000,178750,780000.0
2566,Department of health,PPE007 Isolation gowns,ISOLATION GOWNS MEDIUM,68885,130829.75
2567,Department of health,PPE007 Isolation gowns,ISOLATION GOWNS XL,247779,247779.0
2568,Department of health,PPE007 Isolation gowns,ISOLATION GOWNS XXL,61945,130829.75
2569,Department of health,PPE008 Surgical gowns,DISPOSABLE ISOLATION GOWNS X-LARGE X6000,211250,390000.0
2570,Department of health,PPE009 Protective coveralls,COVID 19 CREDITORS,354000,354000.0
2571,Department of health,PPE009 Protective coveralls,COVID19 PAYMENT,600000,600000.0
2572,Department of health,PPE009 Protective coveralls,PROTECTION COVER BODY SUIT SIZE L,118000,129800.0
2573,Department of health,PPE009 Protective coveralls,PROTECTION COVER BODY SUIT SIZE M,11800,129800.0
2574,Department of health,PPE011 Digital thermometer,0,2240885,10504591.39
2575,Department of health,PPE011 Digital thermometer,Static scanners,1530852,10151063.57
2576,Department of health,PPE015 Non-sterile examination gloves,0,543250,543250.0
2577,Department of health,PPE016 Sterile examination or surgical gloves,"6312-STERILE SRGICAL GLOVES SIZE 6.5 X400, 7,0 X400 & 7.5 X400",320018,320018.4
2578,Department of health,PPE016 Sterile examination or surgical gloves,EXAMINATION GLOVE; MEDIUM.,363180,544770.0
2579,Department of health,PPE016 Sterile examination or surgical gloves,EXAMINATION GLOVE; SMALL.,181590,544770.0
2580,Department of health,PPE016 Sterile examination or surgical gloves,GLOVE; SURGICAL; LONG; LATEX; SIZE 6.0. ITEM NO: 42132205-00012.,56178,238756.5
2581,Department of health,PPE016 Sterile examination or surgical gloves,GLOVE; SURGICAL; STERILE; LATEX; TYPE 1; POWDER FREE; SIZE 6.5.,182579,716269.5
2582,Department of health,PPE018 3 Layer fabric cloth masks,0,195500,195500.0
2583,Department of health,PPE020 Hand sanitisers and disinfectants,0,2382483,6963423.15
2584,Department of health,PPE021 Sanitising of buildings,0,485187,485186.75
2585,Department of health,PPE021 Sanitising of buildings,"Covid-19 related cleaning of Civitas, FCL Jhb and FCL: Pta",267720,267720.0
2586,Department of health,PPE021 Sanitising of buildings,Decontamination at Cargo Office,3981,3980.5
2587,Department of health,PPE021 Sanitising of buildings,Port Health Durban building decontaminations,2415,2415.0
2588,Department of health,PPE021 Sanitising of buildings,Sanitize Civitas Building,565004,565004.48
2589,Department of health,PPE027 Manual sanitiser dispensers,"PROCUREMENT OF WET SANITIZER WITH 70% ALCOHOL 5000, FOR WELLNESS DIRECTORATE",402500,402500.0
2590,Department of health,PPE027 Manual sanitiser dispensers,ULTRASOUND SERVICE FOR JUNE 2021,37996,37996.0
2591,Department of health,PPE028 Sanitiser refil for dispensers,CT SCAN REPORTED IN FEBRUARY 2021 FOR 337 REGIONS,161760,161760.0
2592,Department of health,PPE028 Sanitiser refil for dispensers,MAMMOGRAM BACKLOG REPORTED IN APRIL FOR 19 REGIONS,7667,7666.69
2593,Department of health,Security,PAYMENT FOR GUARDING SERVICES FOR JUNE 2021 FOR BOJANALA HOSPITALS,213793,213792.96
2594,Department of health,Security,PAYMENT FOR SECURITY SERVICES,248166,744498.3
2595,Department of health,Security,PAYMENT SECURITY SERVICE RENDERED,213793,213792.96
2596,Department of health,Telecommunication,1-month social media campaign,491500,491500.0
2597,Department of health,Telecommunication,3-months mass media campaign,1447074,1447074.0
2598,Department of health,Telecommunication,Community radio campaigns,3600000,3600000.0
2599,Department of health,Telecommunication,MTN DATA.,3600,3600.0
2600,Department of health,Telecommunication,TELEPHONE EXPENSES FOR WEST VAAL MAY 2021,5070,10139.06
2601,Department of health,Telecommunication,Web-site design and development,339250,339250.0
2638,Department of social development,--Non-PPE Covid 19 related spend items--,Cleaning services,0,486294.86
2639,Department of social development,--Non-PPE Covid 19 related spend items--,Liquid Hand Soap 5L,0,65340.0
2640,Department of social development,0,0,0,0.0
2641,Department of social development,0,Air freshening and sanitizing service,328457,328457.0
2642,Department of social development,0,Bottle 500ml with spray top trigger,9488,9487.5
2643,Department of social development,0,Cap mop non-woven,0,9430.0
2644,Department of social development,0,Container sanitizer 25 litre,138920,53762.5
2645,Department of social development,0,Cushion head covers,0,8996.0
2646,Department of social development,0,Glove exam type 1 small powder free,17500,17500.0
2647,Department of social development,0,Glove examination large Supra Healthcare,37375,37375.0
2648,Department of social development,0,Gloves nitrile powder/latex free medium,0,3900.0
2649,Department of social development,0,Gloves patient examining p/free large,0,1610.0
2650,Department of social development,0,Gloves patient examining p/free medium,0,1610.0
2651,Department of social development,0,Gown surgical high risk xxxx-large blue,11500,11500.0
2652,Department of social development,0,Hat hard with face shield,0,11500.0
2653,Department of social development,0,Mask Face surgical typ1 fluid single use,73403,73672.5
2654,Department of social development,0,Mask dust general purpose,336000,330000.0
2655,Department of social development,0,Mask face aseptic dust/mist respirator,83540,83540.0
2656,Department of social development,0,Mask oxygen low resistance adult size,34190,34190.0
2657,Department of social development,0,Protector head 260mm x 250mm x 50mm,500,500.0
2658,Department of social development,0,Sanitizer 70% alcohol content 25l,90979,90979.0
2659,Department of social development,0,Sanitizer 75ml aerosol concentrated air,807,20203.0
2660,Department of social development,0,Sanitizer alcohol actigerm 500ml spray,169500,145500.0
2661,Department of social development,0,Sanitizer detergent cold sterilization5l,600,600.0
2662,Department of social development,0,Sanitizer detergent spray dental 500ml,85000,328687.5
2663,Department of social development,0,Sanitizer disinfectant clean clear 200l,28000,28000.0
2664,Department of social development,0,Sanitizer gel alcohol hand 1l,82090,14900.0
2665,Department of social development,0,Sanitizer gel alcohol hand 500ml pump,3038,3037.5
2666,Department of social development,0,Sanitizer gel alcohol hand 5l,0,44850.0
2667,Department of social development,0,Sanitizer hand 5l bottle,7720,4800.0
2668,Department of social development,0,Sanitizer hand not less than 70% 500ml,119820,101113.9
2669,Department of social development,0,Shield face surgical polyethylene shell,27264,27264.0
2670,Department of social development,0,Shield full face surgical dispos 1 size,0,75000.0
2671,Department of social development,0,Shield visor anti-fogging,27136,27136.0
2672,Department of social development,0,Solution hand rub sanitizer 5l,38295,38295.0
2673,Department of social development,0,Stand hand sanitizer dispen footpress,0,18400.0
2674,Department of social development,0,Supply & instal hands free sanitiz stand,37800,37800.0
2675,Department of social development,0,Supply and delivery of dry groceries,172654370,173220320.0
2676,Department of social development,0,Supply of promotional items,138000,138000.0
2677,Department of social development,0,Thermometer body/forehead non contact,410100,462540.0
2678,Department of social development,0,Thermometer laser infrared laser pointer,400,400.0
2679,Department of social development,0,Towel hand rolled 1 ply white 205x150m,20000,20000.0
2680,Department of social development,0,Visors disposable high-quality,83093,11333.0
2681,Department of social development,Food parcels,0,39866969,40192380.17
2682,Department of social development,Human resources-services,Consultation,313030,313030.0
2683,Department of social development,Other,0,99200,99200.0
2684,Department of social development,Other,Catering,84304,84304.0
